"number","title","pageid","namespace","length","touched"
"1611","Bennett_Halverson","30971577","","101","20181212224207"
"1612","Benny_Lautrup","1359538","","2424","20190213233216"
"1613","Benny_Shanon","12496857","","5186","20190219213809"
"1614","Beno_Arbel","60018933","","3146","20190222140712"
"1615","Benoit_Mandelbrot","3999","","40105","20190226233659"
"1616","Benoît_Darondeau","51566181","","1715","20190203062231"
"1617","Benoît_Paul_Émile_Clapeyron","203175","","6529","20190226123807"
"1618","Bent_Formby","16583442","","2824","20190219220202"
"1619","Bento_de_Moura_Portugal","48868221","","2218","20190203061716"
"1620","Beppo_Levi","8718312","","8385","20190222162612"
"1621","Beqir_Meta","34812269","","1859","20190203053210"
"1622","Bergnart_Carl_Lewy","6778384","","1824","20190213233454"
"1623","Berkshire_Hathaway","314333","","69181","20190226195529"
"1624","Berlin_Tegel_Airport","271834","","109345","20190225004246"
"1625","Bern_Porter","3014691","","11526","20190213233326"
"1626","Bernadette_Rostenkowski","30939000","","240","20190225221115"
"1627","Bernard_Arcand","22788322","","2535","20190203043949"
"1628","Bernard_Aston","34683835","","1390","20190222045828"
"1629","Bernard_Baars","1176116","","3759","20190224215318"
"1630","Bernard_Bolzano","302185","","36102","20190225005425"
"1631","Bernard_Cabane","8460232","","2187","20190210225801"
"1632","Bernard_Charles_Cotton","42587923","","3758","20190207024252"
"1633","Bernard_Crespi","49204690","","1091","20190222045832"
"1634","Bernard_D._H._Tellegen","12693272","","3527","20190219215731"
"1635","Bernard_Darwin","842768","","13721","20190224160121"
"1636","Bernard_Davis_(biologist)","3477687","","6669","20190217012227"
"1637","Bernard_Dell","49664704","","2198","20190222065406"
"1638","Bernard_Fisher_(scientist)","27442254","","38967","20190219221247"
"1639","Bernard_Foing","24148479","","10850","20190219220952"
"1640","Bernard_Forest_de_Bélidor","2332561","","3246","20190213233300"
"1641","Bernard_Gitton","31542814","","3653","20190203051849"
"1642","Bernard_Greenberg","15478029","","3467","20190224215526"
"1643","Bernard_Katz","215426","","7550","20190224123722"
"1644","Bernard_Lamy","3782172","","5398","20190219214713"
"1645","Bernard_Lyot","628997","","6015","20190219213853"
"1646","Bernard_M._Oliver","1507500","","4933","20190219214142"
"1647","Bernard_Pullman","4235381","","2694","20190213233353"
"1648","Bernard_Sladden","34384514","","724","20190203053022"
"1649","Bernard_Zabłocki","10131339","","994","20190213233538"
"1650","Bernard_de_Wit","18795607","","2208","20190219220414"
"1651","Bernard_van_Praag","30200213","","9416","20190219221508"
"1652","Bernarda_Fink","5893728","","3605","20190223192432"
"1653","Bernardino_Baldi","143999","","5064","20190224123717"
"1654","Bernardo_Huberman","18518637","","6243","20190219220350"
"1655","Bernardo_Rosengurtt","43640824","","603","20190226234724"
"1656","Bernd_Brinkmann","38395228","","4741","20190219222157"
"1657","Bernd_Giese","24637751","","2802","20190224215630"
"1658","Bernd_Noack","21575651","","6425","20190203043334"
"1659","Bernd_T._Matthias","34301320","","4370","20190213233921"
"1660","Bernhard_Bang","3229710","","3870","20190219214606"
"1661","Bernhard_Caesar_Einstein","4151146","","7173","20190219214745"
"1662","Bernhard_Eitel","14497677","","874","20190226234153"
"1663","Bernhard_Fischer-Wasels","45353145","","4760","20190219222657"
"1664","Bernhard_Hassenstein","25037528","","4513","20190213233808"
"1665","Bernhard_Joos","7932438","","1892","20190224215432"
"1666","Bernhard_Keimer","41809602","","5247","20190213234013"
"1667","Bernhard_Paumgartner","35617015","","1978","20190215225721"
"1668","Bernhard_Riemann","41980","","21731","20190224145021"
"1669","Bernhard_Schölkopf","1368665","","4357","20190219214121"
"1670","Bernhard_Tessmann","2435955","","4122","20190215034655"
"1671","Bernhard_von_Wüllerstorf-Urbair","20632694","","11702","20190219220611"
"1672","Berni_Alder","26161833","","7967","20190219221143"
"1673","Bernoulli_family","199226","","6576","20190225223627"
"1674","Bernt_Krebs","24350671","","7936","20190219221003"
"1675","Bernt_Michael_Holmboe","20142485","","13181","20190225004347"
"1676","Bert_Achong","19406732","","4613","20190219220501"
"1677","Bert_Hölldobler","99468","","10218","20190223134229"
"1678","Bert_Main","17541682","","1761","20190213233700"
"1679","Bert_Meijer","24635472","","27144","20190219221020"
"1680","Bert_Sakmann","619989","","7300","20190224224604"
"1681","Bert_Sutherland","478319","","4474","20190224215307"
"1682","Bert_W._O'Malley","14022466","","4067","20190226032602"
"1683","Bert_Weckhuysen","47076840","","4072","20190222111439"
"1684","Berta_Scharrer","11453361","","5622","20190216231506"
"1685","Bertha_Lutz","516759","","13486","20190225173603"
"1686","Berthold_Ribbentrop","23045765","","1827","20190222045824"
"1687","Berthold_Schwarz","1591285","","5802","20190224123823"
"1688","Bertil_Hille","5489533","","6178","20190216233010"
"1689","Bertram_Steele","11114229","","9607","20190226234104"
"1690","Bertrand_Goldschmidt","35613617","","5322","20190203053535"
"1691","Bertrand_Halperin","1306199","","6436","20190222012357"
"1692","Bertrand_Russell","4163","","121190","20190227033052"
"1693","Bertrand_Russell's_philosophical_views","20126369","","48539","20190222060718"
"1694","Bertrand_Russell's_political_views","20130149","","28323","20190219220544"
"1695","Bertrand_Russell_Society","27389289","","5060","20181221121003"
"1696","Bertrand_Serlet","2074972","","6762","20190226051741"
"1697","Bessie_Moses","25194472","","6400","20190219221049"
"1698","Best_of_all_possible_worlds","2266434","","17722","20190219213539"
"1699","Bethany_Ehlmann","59491752","","14647","20190226035212"
"1700","Bette_Korber","58464262","","26430","20190219223410"
"1701","Bettina_Meyer","50786748","","14276","20190220055146"
"1702","Bettina_von_Arnim","833172","","11519","20190224123751"
"1703","Bettine_van_Vuuren","50772690","","7916","20190224224845"
"1704","Betty_Anyanwu-Akeredolu","53705955","","5704","20190224224854"
"1705","Betty_Ross","858341","","33727","20190226212958"
"1706","Betül_Kaçar","56984614","","9643","20190219223318"
"1707","Bevan_Buirchell","49626842","","2367","20190211201100"
"1708","Beverly_Crusher","27103","","17396","20190220001332"
"1709","Beverly_Thomas_Galloway","48685260","","6633","20190226234757"
"1710","BgC3","19893810","","3094","20190225145306"
"1711","Bhabatarak_Bhattacharyya","51858384","","10521","20190219223020"
"1712","Bhalchandra_Udgaonkar","50407896","","4128","20190219222931"
"1713","Bhargava_cube","45554900","","10781","20190203060923"
"1714","Bhawani_Shankar_Chowdhry","27340006","","11117","20190224224732"
"1715","Bhupendra_Nath_Goswami","52694278","","20284","20190221012306"
"1716","Bibliotheca_Botanica","28597971","","5782","20190203050509"
"1717","Bidyendu_Mohan_Deb","52321577","","23190","20190226233825"
"1718","Bienvenido_Nebres","6871338","","15194","20190224215421"
"1719","Big_History","2377491","","63976","20190224215336"
"1720","Big_History_Project","31382810","","7097","20190224224741"
"1721","Bilge_Demirköz","58764375","","7616","20190219223423"
"1722","Bilge_Umar","4821709","","3672","20190217160404"
"1723","Bill_&_Melinda_Gates_Foundation","146192","","106726","20190224224557"
"1724","Bill_&_Ted's_Excellent_Adventure","23808966","","36877","20190226232427"
"1725","Bill_&_Ted's_Excellent_Adventures_(1990_TV_series)","30322336","","17582","20190225042428"
"1726","Bill_&_Ted's_Excellent_Adventures_(1992_TV_series)","30170565","","6986","20190225042428"
"1727","Bill_Blevin","52720191","","1922","20190203062506"
"1728","Bill_Buxton","18086811","","7701","20190224215547"
"1729","Bill_English_(computer_engineer)","1178488","","5676","20190219214045"
"1730","Bill_Epstein","55720156","","2542","20190214104810"
"1731","Bill_Foster_(comics)","2653154","","20473","20190226172129"
"1732","Bill_Gates","3747","","115435","20190225193740"
"1733","Bill_Gates'_flower_fly","1078710","","2465","20190203012522"
"1734","Bill_Gates's_house","7313600","","5360","20190226200851"
"1735","Bill_Gosper","505528","","5935","20190224215308"
"1736","Bill_Griswold","1344703","","3397","20190224215320"
"1737","Bill_Gropp","20351861","","3984","20190224215604"
"1738","Bill_Hewlett","155379","","10683","20190224220454"
"1739","Bill_Kennedy_(computer_scientist)","7378468","","2184","20190213233501"
"1740","Bill_McGuire_(volcanologist)","3658875","","5774","20190213233341"
"1741","Bill_Molyneux","13490669","","1074","20190222100743"
"1742","Bill_Pickering_(rocket_scientist)","532426","","12540","20190224215308"
"1743","Bill_Rutherford","43677503","","15257","20190226081025"
"1744","Bill_S._Hansson","34555030","","7636","20190226200140"
"1745","Billie_Lee_Turner_(botanist)","40849320","","1432","20190213234007"
"1746","Billy_Cranston","1188648","","15385","20190224145443"
"1747","Billy_Klüver","4947300","","11907","20190224150539"
"1748","Biman_Bagchi","52373783","","16577","20190226233826"
"1749","Binary_code","219202","","14832","20190224004714"
"1750","Binary_number","238686","","51597","20190224222254"
"1751","Bing_Liu_(computer_scientist)","44915033","","3511","20190224224827"
"1752","Binil_Aryal","35519918","","2765","20190203053508"
"1753","Binyamin_Amirà","60040792","","4767","20190224203659"
"1754","Biological_nitrogen_fixation","27303299","","112","20190227025049"
"1755","Biologist","2537522","","13204","20190224163821"
"1756","Birger_Hjørland","34926666","","5932","20190213233926"
"1757","Birger_Møller-Pedersen","11735557","","1324","20190219215634"
"1758","Birgit_Meyer","46963643","","3045","20190214120015"
"1759","Bishal_Nath_Upreti","51263495","","3886","20190224215831"
"1760","Bishnu_S._Atal","14358244","","4969","20190219215922"
"1761","Bishun_Khare","40334206","","3522","20190219222334"
"1762","Bjarne_Stroustrup","3713","","13282","20190225172556"
"1763","Bjarni_Jónsson","3893573","","3653","20190219214726"
"1764","Björn_Gunnlaugsson","13146913","","16388","20190224203713"
"1765","Björn_Ottersten","52060727","","4939","20190224224849"
"1766","Björn_Sandstede","46757894","","1635","20190203061150"
"1767","Björn_Vennström","37221442","","3023","20190213233942"
"1768","Bjørn_Hofmann","36871239","","8863","20190219222044"
"1769","Bjørn_Lomborg","5015","","49959","20190224215247"
"1770","Bjørn_Myrseth","20033225","","1027","20190203042607"
"1771","Black_Apollo_of_Science","34886226","","2914","20190221121938"
"1772","Black_Hand_(comics)","4820015","","25585","20190224215401"
"1773","Black_Knight_(Dane_Whitman)","2630654","","31509","20190226172129"
"1774","Black_Panther_(comics)","1083841","","109055","20190226231323"
"1775","Black_Terror","1922945","","12137","20190224143020"
"1776","Blacksmith_Scene","73372","","5053","20190203010727"
"1777","Blaine_Cook_(programmer)","15566115","","3338","20190203040515"
"1778","Blaise_Pascal","4068","","47219","20190226231245"
"1779","Blanca_Renée_Arrillaga","43640928","","1239","20190211201005"
"1780","Blanka_Wladislaw","55710918","","4561","20190219223230"
"1781","Blasco_de_Garay","17101967","","11514","20190224124201"
"1782","Blaze_(The_Batman)","32109167","","201","20190223051120"
"1783","Blaženka_Despot","41519050","","2809","20190213234012"
"1784","Blizzard_(comics)","2117656","","29534","20190226172129"
"1785","Blockbuster_(DC_Comics)","2444903","","20857","20190221180642"
"1786","Blue_Marvel","26262356","","17663","20190213185105"
"1787","Bluma_Zeigarnik","5667988","","11318","20190225004312"
"1788","Bo_Lawergren","8872282","","2459","20190203031057"
"1789","Bob_Ferris_(Likely_Lads)","19205228","","3722","20190220001337"
"1790","Bob_Mathias_(Space:_1999)","13814040","","5055","20190220001336"
"1791","Bob_Parkinson_(aerospace_engineer)","46608597","","1158","20190203061120"
"1792","Bob_Scott_(ornithologist)","24276925","","6403","20190219220959"
"1793","Bob_Smalhout","47134758","","4237","20190219214536"
"1794","Bob_Sproull","2442438","","5980","20190219214405"
"1795","Bob_Twiggs","22667945","","4184","20190203043919"
"1796","Bodhraj_Acharya","35631525","","5466","20190219221934"
"1797","Body_psychotherapy","3174283","","15719","20190226001912"
"1798","Bogumiła_Lisocka-Jaegermann","23686557","","1311","20190215034843"
"1799","Boguslav_Kurlovich","32503118","","6228","20190224223637"
"1800","Bohdan_Paczyński","438412","","8744","20190221010841"
"1801","Bohdan_Szyszkowski","1063815","","617","20190213233203"
"1802","Bohr_family","38237696","","3985","20190219222149"
"1803","Bohr_magneton","174955","","8048","20190203011052"
"1804","Bohr_model","4831","","45687","20190224123706"
"1805","Bohr–Einstein_debates","1025272","","35988","20190225005426"
"1806","Bohumil_Kučera","2348720","","1154","20190213233301"
"1807","Boicho_Kokinov","3559389","","3117","20190219213614"
"1808","Bojidar_Spiriev","26133452","","1759","20190223091438"
"1809","Bolaji_Aluko","24731425","","1792","20190215034850"
"1810","Bolesław_Konorski","45117752","","3261","20190219222648"
"1811","Bolivar_Trask","2533381","","20519","20190226172129"
"1812","Bologna_Guglielmo_Marconi_Airport","3565861","","20889","20190226001915"
"1813","Bonaventura_Cavalieri","412561","","9321","20190225160513"
"1814","Bonnie_Bassler","91850","","21898","20190224215253"
"1815","Bonnie_Buratti","46669298","","3397","20190203061135"
"1816","Bonnie_E._John","30053274","","4490","20190219221502"
"1817","Boosted_fission_weapon","1421832","","12415","20190224215323"
"1818","Boris_Aronov","16944080","","1259","20190222012645"
"1819","Boris_Babayan","1963921","","4803","20190221173712"
"1820","Boris_Chertok","13830874","","11008","20190219213822"
"1821","Boris_Dubin","22405412","","6051","20190219214006"
"1822","Boris_Evgenyevich_Votchal","57274739","","1499","20190219214704"
"1823","Boris_Havel","58917157","","4676","20190219223429"
"1824","Boris_Hessen","5325014","","6555","20190219213645"
"1825","Boris_Kashin","56931072","","2056","20190219214701"
"1826","Boris_Katorgin","52729227","","5278","20190219214624"
"1827","Boris_Khodorov","32581883","","9245","20190219214206"
"1828","Boris_Nikolaevich_Poliakov","54064847","","15622","20190219214636"
"1829","Boris_Rauschenbach","2867650","","13365","20190224215343"
"1830","Boris_Rtcheouloff","11440965","","1796","20190225004329"
"1831","Boris_Svistunov","53844317","","6833","20190219223134"
"1832","Borivoj_Lazić","45416941","","1027","20190219214520"
"1833","Borna_Nyaoke-Anoke","55865459","","4606","20190219223236"
"1834","Born–Haber_cycle","994556","","5650","20190203012400"
"1835","Borys_Paton","2337491","","9354","20190219213540"
"1836","Borys_Shchokin","57102304","","12842","20190219214702"
"1837","Bose–Einstein_condensate","4474","","60159","20190224193006"
"1838","Bose–Einstein_correlations","22914634","","11634","20190203044019"
"1839","Bose–Einstein_statistics","188935","","35749","20190215022135"
"1840","Boshra_Salem","51037205","","6833","20190203062119"
"1841","Boudewijn_Sirks","15935233","","12829","20190224215529"
"1842","Bountiem_Phissamay","20612995","","1573","20190213233245"
"1843","Boyan_Petkanchin","11560118","","1026","20190219213759"
"1844","Brackish_Okun","59101892","","81","20190217033903"
"1845","Brad_Cox","189741","","6730","20190213233126"
"1846","Brad_Karp","41428317","","2276","20190224224814"
"1847","Braden_Allenby","13307194","","8340","20190219215818"
"1848","Bradley_C._Edwards","19487757","","4915","20190224215558"
"1849","Bradley_Efron","7250868","","12383","20190224215425"
"1850","Bradley_Marc_Sherrill","53842305","","1415","20190203062706"
"1851","Brain_(comics)","2850602","","19146","20190221180642"
"1852","Brainiac_(character)","525160","","107245","20190222230921"
"1853","Brainiac_5","713540","","38089","20190220011922"
"1854","Brains_(Thunderbirds)","12244038","","27076","20190220001336"
"1855","Bramah_N._Singh","53258927","","3764","20190216124834"
"1856","Branded_Entertainment_Network","483624","","24980","20190224224602"
"1857","Brandeis_Marshall","58086027","","10726","20190224224908"
"1858","Branislaw_Tarashkyevich","12800343","","3847","20190224193148"
"1859","Branko_Bošnjaković","26552856","","9833","20190203045621"
"1860","Branko_Celler","53745529","","1599","20190203062657"
"1861","Branko_Stanovnik","2150646","","872","20190215034648"
"1862","Bratislav_Stankovic","42382413","","3574","20190224215810"
"1863","Brazilian_Agricultural_Research_Corporation","3648817","","9987","20190224224627"
"1864","Breaking_the_Code","16700114","","5838","20190203040954"
"1865","Breaking_the_Code_(film)","56714651","","3491","20190206054723"
"1866","Brenda_Baker","49864735","","4276","20190219222917"
"1867","Brenda_Beck","51591752","","2244","20190203062233"
"1868","Brenda_Milner","605565","","26676","20190226213207"
"1869","Brenda_Rapp","55053302","","8594","20190224224858"
"1870","Brendan_Lepschi","49435155","","1473","20190222064402"
"1871","Brendan_McKay","3889922","","9654","20190224224628"
"1872","Brendan_Scaife","31365232","","15924","20190218214548"
"1873","Brent_Dalrymple","7891729","","6032","20190219215221"
"1874","Brenton_Raymond_Lewis","53843919","","1391","20190203062707"
"1875","Bretislav_Victor_Heinrich","53839856","","1401","20190203062706"
"1876","Brett_Abrahams","34158751","","8125","20190203052929"
"1877","Brett_J._Gladman","206687","","7352","20190204062905"
"1878","Brian_Billard","42252729","","2420","20190207151645"
"1879","Brian_Bowsher","32565052","","2945","20190222111041"
"1880","Brian_Butterworth","22614234","","17532","20190224215618"
"1881","Brian_C._O'Neill","57996493","","15351","20190224224908"
"1882","Brian_Cantwell_Smith","3832898","","4996","20190224215351"
"1883","Brian_Carpenter_(Internet_engineer)","8249214","","6280","20190219215245"
"1884","Brian_Cutillo","8381375","","9281","20190213233516"
"1885","Brian_Gilmore_Maegraith","36203843","","1427","20190223133156"
"1886","Brian_Gunning","34186619","","1828","20190207024231"
"1887","Brian_Hare","56465157","","5489","20190220024801"
"1888","Brian_J._Ford","7003520","","25354","20190226204039"
"1889","Brian_Kernighan","4051","","13213","20190224224544"
"1890","Brian_Kynaston_Waugh","34441727","","1606","20190203053041"
"1891","Brian_L._Byrne","38572115","","9291","20190219222206"
"1892","Brian_MacWhinney","5324628","","13598","20190219214912"
"1893","Brian_Norton_(engineer)","41684377","","6198","20190223163510"
"1894","Brian_Orr","37772251","","3757","20190214104055"
"1895","Brian_Palmer_(social_anthropologist)","30866775","","3661","20190219221538"
"1896","Brian_Plomley","28819958","","7937","20190222045826"
"1897","Brian_Reid_(computer_scientist)","3764672","","17400","20190219214711"
"1898","Bridget_Carragher","58860163","","21065","20190219223426"
"1899","Bridgette_Crosby","6313404","","3695","20190213185104"
"1900","Brief_Candle_in_the_Dark:_My_Life_in_Science","47022356","","3964","20190221121944"
"1901","Brighter_than_a_Thousand_Suns_(book)","18489571","","3744","20190219213916"
"1902","Brigid_Balfour","40067551","","3475","20190219222309"
"1903","Brigitte_(Overwatch)","56731238","","18864","20190226081424"
"1904","Brigitte_Kieffer","46321723","","9957","20190226110932"
"1905","Brij_Moudgil","54045132","","1126","20190203062724"
"1906","Bristol_Coanda_Monoplanes","12331448","","10557","20190226234119"
"1907","British_Chiropractic_Association_v_Singh","36175122","","15715","20190212135349"
"1908","Britton_Chance","4530019","","10895","20190225185239"
"1909","Brockway_McMillan","24341057","","5534","20190219221002"
"1910","Bronisław_Knaster","1003125","","3030","20190219214007"
"1911","Brooke_Owens","57033918","","5824","20190219223320"
"1912","Brown's_taxonomic_arrangement_of_Banksia","10234975","","11367","20190203032331"
"1913","Brown's_taxonomic_arrangement_of_Dryandra","11598856","","12436","20190203033703"
"1914","Brownian_motion","4436","","51018","20190224123706"
"1915","Bruce_Ames","850454","","11817","20190224224606"
"1916","Bruce_Balcom","52624439","","1246","20190203062456"
"1917","Bruce_Benamran","49494969","","2004","20190225004446"
"1918","Bruce_C._Murray","4136540","","8441","20190224143038"
"1919","Bruce_Edward_Hobbs","32583056","","9072","20190203052258"
"1920","Bruce_Edwards_Ivins","18974154","","60830","20190226234318"
"1921","Bruce_Ellis","4068631","","2324","20190223234720"
"1922","Bruce_Hapke","5507133","","3435","20190216202601"
"1923","Bruce_Harding","13100627","","2896","20190203035127"
"1924","Bruce_Horn","3693989","","3459","20190224215350"
"1925","Bruce_Houghton","26785006","","8134","20190224215646"
"1926","Bruce_Irons_(engineer)","13297554","","2775","20190227000030"
"1927","Bruce_Jakosky","19376742","","16025","20190219220459"
"1928","Bruce_Maddox","1460723","","376","20190210152310"
"1929","Bruce_Maggs","21585321","","2043","20190203043336"
"1930","Bruce_Mason_(sport_scientist)","43694017","","6519","20190203060330"
"1931","Bruce_McNaughton","60060547","","4597","20190225054553"
"1932","Bruce_Sayers","18609695","","3862","20190219220354"
"1933","Bruce_Vawter","54571553","","2413","20190226233927"
"1934","Bruce_Wayne_Hawkins","2118999","","2009","20190226050133"
"1935","Bruces'_Philosophers_Song","19163","","6288","20190223085019"
"1936","Bruno_Bettelheim","639800","","83614","20190223190442"
"1937","Bruno_Ganz","442964","","27095","20190225175743"
"1938","Bruno_Gironcoli","14660080","","2350","20190216112705"
"1939","Bruno_Pontecorvo","1834663","","42644","20190226231341"
"1940","Bruno_Rossi","520727","","106335","20190224145242"
"1941","Bruno_Snell","26691501","","3732","20190219221207"
"1942","Bruno_Touschek","3001488","","7560","20190219214528"
"1943","Bruno_Zumino","4850059","","5663","20190219214838"
"1944","Bruno_della_Chiesa","36374740","","16047","20190203053849"
"1945","Bryan_Alwyn_Barlow","56211102","","6679","20190222064934"
"1946","Bryan_Higgins","2473241","","6380","20190213233306"
"1947","Bryce_Chudleigh_Burt","33951662","","10317","20190219221819"
"1948","Bucking_Broncho","9623703","","1929","20190203031751"
"1949","Buell_Quain","18010394","","3426","20190219220316"
"1950","Buhl_Aircraft_Company","7658035","","4862","20190226234039"
"1951","Bui_Tuong_Phong","1858859","","5959","20190225004256"
"1952","Bujar_Dida","51293921","","9098","20190219223003"
"1953","Buket_Uzuner","23661656","","10395","20190215034843"
"1954","Bulma","31910300","","28082","20190224210604"
"1955","Bumblebee_(comics)","1621329","","16703","20190222104712"
"1956","Bunsen_Honeydew","13192951","","8864","20190225024638"
"1957","Bunsen–Kirchhoff_Award","19557886","","3202","20190215034829"
"1958","Burchard_de_Volder","14009810","","3169","20190219215902"
"1959","Bureaucracy","20949522","","41449","20190226234341"
"1960","Burkhard_Rost","38463183","","17733","20190224224804"
"1961","Burt_Rutan","422813","","48371","20190224215305"
"1962","Burçin_Mutlu-Pakdil","57200999","","9152","20190219223325"
"1963","Bust_of_Albert_Einstein","59426986","","1247","20190226234854"
"1964","Butler_Lampson","77249","","10724","20190224224546"
"1965","Byron_Barnard_Lamont","10721459","","3276","20190226103209"
"1966","Béla_H._Bánáthy","1312492","","49058","20190226012238"
"1967","Béla_Julesz","1357064","","7125","20190224215320"
"1968","Bülent_İplikçioğlu","24542894","","4278","20190226234443"
"1969","Břetislav_Staš","56369911","","10122","20190219223258"
"1970","Bửu_Hội","12395421","","29263","20190225004331"
"1971","C.G._Johannes_Petersen","14591746","","2634","20190203035949"
"1972","C._A._W._Jeekel","42838850","","9029","20190222072815"
"1973","C._B._Collins","19247828","","3562","20190203042255"
"1974","C._B._van_Niel","1753623","","7682","20190219214219"
"1975","C._Chapin_Cutler","12835683","","3552","20190219215741"
"1976","C._Everett_Koop","220379","","38174","20190224123723"
"1977","C._J._van_Rijsbergen","1514191","","3647","20190219214143"
"1978","C._K._Prahalad","2061719","","12246","20190224215332"
"1979","C._K._Raut","31171962","","10386","20190224215714"
"1980","C._Kumar_N._Patel","5719598","","6170","20190219214941"
"1981","C._M._Gupta","14034953","","8479","20190219215903"
"1982","C._Minakshi","29493646","","3668","20190213233845"
"1983","C._Mohan","22177472","","26109","20190219220755"
"1984","C._R._Rao","1418009","","24080","20190219214128"
"1985","C._V._Raman","276727","","34657","20190224154003"
"1986","C._William_Gear","46343729","","3362","20190217023107"
"1987","CMC_Electronics","8886207","","4118","20190219213733"
"1988","Cabiria","253511","","21262","20190224123724"
"1989","Cahit_Arf","600055","","9887","20190224215309"
"1990","Cai_Qirui","51929036","","3877","20190225004449"
"1991","Caitlin_E._Buck","59232392","","1315","20190203063643"
"1992","Caitlín_R._Kiernan","1429171","","22501","20190224224611"
"1993","Calculating_Space","842779","","3342","20190219213508"
"1994","Calculus_ratiocinator","876255","","5449","20190218145854"
"1995","Calleigh_Duquesne","7035443","","22377","20190220001335"
"1996","Callinicus_of_Heliopolis","3094636","","823","20190219213602"
"1997","Calvin_Hooker_Goddard","10445381","","15483","20190220041740"
"1998","Calvin_Quate","2317496","","5532","20190219214346"
"1999","Calypso_(comics)","2483686","","14622","20190224192615"
"2000","Calypso_(song)","1028514","","4596","20190215034632"
"2001","Cameron_Gordon_(mathematician)","4695115","","2271","20190213233408"
"2002","Cameron–Erdős_conjecture","13587617","","2412","20190218223849"
"2003","Camill_Heller","7132760","","1821","20190213233458"
"2004","Camilla_Erculiani","50392359","","19734","20190203062003"
"2005","Camilla_Wedgwood","1620716","","8134","20190219214200"
"2006","Camille_Dareste","44647786","","4385","20190224215820"
"2007","Camille_Guérin","1335019","","5601","20190219214114"
"2008","Camille_Saroyan","10529337","","224","20190221113631"
"2009","Camissonia","3575626","","3551","20190224123921"
"2010","Campbell_Percy_McMeekan","34564334","","817","20190222045828"
"2011","Campbell_R._Bridges","23966170","","3462","20190203044529"
"2012","Canon_of_Kings","2678627","","6661","20190225004301"
"2013","Canson","14621222","","13140","20190224215519"
"2014","Cantor's_diagonal_argument","51426","","19295","20190219213544"
"2015","Cantor's_first_set_theory_article","49411787","","183","20190105024341"
"2016","Cantor's_paradox","2732904","","5050","20190119111350"
"2017","Cantor's_theorem","341442","","19844","20190219213751"
"2018","Cantor's_theorem_(disambiguation)","58443933","","829","20190211084941"
"2019","Cantor_cube","4999981","","1759","20190119112017"
"2020","Cantor_distribution","387941","","7001","20190215034618"
"2021","Cantor_function","320819","","15782","20190210115326"
"2022","Cantor_set","6172","","37296","20190225000430"
"2023","Cantor_space","352376","","5259","20190119110251"
"2024","Caoimhe_Archibald","50491220","","3242","20190219222933"
"2025","Captain_Britain","412419","","59157","20190224215305"
"2026","Captain_Nemo","157787","","20139","20190226201643"
"2027","Captain_Wonder_(Timely_Comics)","12781757","","4573","20190224215508"
"2028","Capture_of_Muscat_(1552)","30943162","","6450","20190215000216"
"2029","Carbon_microphone","5238485","","14498","20190224215405"
"2030","Carel_Polak","27007569","","4211","20190224124322"
"2031","Caricatures_of_Charles_Darwin_and_his_evolutionary_theory_in_19th-century_England","38668327","","11586","20190204180219"
"2032","Carina_M._Schlebusch","55409585","","2096","20190203062925"
"2033","Carl-Bertil_Laurell","26891697","","895","20190219214106"
"2034","Carl_Adolf_Otth","20302266","","1934","20190213233724"
"2035","Carl_Auer_von_Welsbach","189819","","9403","20190224103740"
"2036","Carl_Axel_Arrhenius","18826947","","2568","20190219220416"
"2037","Carl_Barus","34742573","","4251","20190219221856"
"2038","Carl_Borivoj_Presl","1010396","","5134","20190219214008"
"2039","Carl_Bosch","174686","","14146","20190224215258"
"2040","Carl_Bovallius","29402982","","2270","20190219221433"
"2041","Carl_Brühl","41422302","","2847","20190203055642"
"2042","Carl_Chun","634628","","2220","20190222232428"
"2043","Carl_Cotman","58376710","","5177","20190219223406"
"2044","Carl_Diener","48926336","","4106","20190213234056"
"2045","Carl_Djerassi","574479","","45215","20190224224603"
"2046","Carl_Draper","13279037","","330","20190225170206"
"2047","Carl_Eduard_Adolph_Gerstaecker","10849479","","2936","20190213233547"
"2048","Carl_Eduard_Hammerschmidt","14330667","","3515","20190213233633"
"2049","Carl_Eduard_Hellmayr","1205958","","2950","20190222072822"
"2050","Carl_Edvard_Johansson","8717507","","3519","20190219215320"
"2051","Carl_Emil_Schorske","502863","","8013","20190224215308"
"2052","Carl_Erik_Grenness","24896465","","2675","20190224215632"
"2053","Carl_Feit","10237773","","1989","20190226050412"
"2054","Carl_Ferdinand_Cori","252440","","14438","20190224224559"
"2055","Carl_Friedrich_Gauss","6125","","66379","20190225004242"
"2056","Carl_Friedrich_Gauss_Prize","5244195","","3665","20190203022747"
"2057","Carl_Friedrich_Zelter","1513928","","4531","20190213233222"
"2058","Carl_Friedrich_von_Weizsäcker","1306229","","27162","20190224215320"
"2059","Carl_Frosch","7759329","","1462","20190128103258"
"2060","Carl_Hansen_Ostenfeld","13921998","","9245","20190226131311"
"2061","Carl_Hellmuth_Hertz","373087","","4261","20190219213757"
"2062","Carl_Josef_Bayer","4243084","","2007","20190213233354"
"2063","Carl_Linnaeus","5233","","109243","20190226231245"
"2064","Carl_Linnaeus_bibliography","27155713","","5195","20190225005427"
"2065","Carl_Linnaeus_the_Younger","1990644","","5607","20190219214256"
"2066","Carl_Ludwig","1920481","","9425","20190224123833"
